Escuela_ID;Número;Escuela;Nivel;Nivel_Unificado;Gestión;Supervisión;Departamento;Localidad;zona;AMBITO;Regional
586;1688;CERRO ACONCAGUA;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;GOBERNADOR BENEGAS;60%;Urbano marginal;CENTRO
587;1689;FRANCISCO PEÑASCO AURA;Primario;Primario;Pública;52 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Urbano marginal;SUR
588;1690;MAESTRO ALFONSO DOÑA DEL RÍO;Primario;Primario;Pública;27 - Primario;RIVADAVIA;RIVADAVIA;60%;Urbano marginal;ESTE
589;1691;RAUL SCALABRINI ORTIZ;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;LAS TORTUGAS;80%;Urbano marginal;CENTRO
590;1692;VÍCTOR DELHEZ;Primario;Primario;Pública;16 - Primario;LUJÁN DE CUYO;MAYOR DRUMMOND;40%;Urbano marginal;CENTRO
591;1693;MAESTRA ROSA RETA DE HENDLER;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;SAN MARTÍN;80%;Urbano marginal;ESTE
592;1694;BERNARDO RAZQUIN;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;SAN FRANCISCO DEL MONTE;60%;Urbano marginal;NORTE
593;1695;ROSA GARCÍA DE BLANCO;Primario;Primario;Pública;21 - Primario;JUNIN;JUNIN;80%;Urbano marginal;ESTE
594;1697;MTRA G. MATHUS DE CARRA;Primario;Primario;Pública;46 - Primario;SAN MARTÍN;SAN MARTÍN;60%;Urbano marginal;ESTE
595;1698;PROVINCIA DE MENDOZA;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;PTE. SARMIENTO;60%;Urbano marginal;CENTRO
596;1701;LADISLAO NAVARRO;Primario;Primario;Pública;28 - Primario;LA PAZ;VILLA NUEVA DE LA PAZ;80%;Urbano marginal;ESTE
597;1702;MANOS SOLIDARIAS;Primario;Primario;Pública;55 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano marginal;SUR
598;1703;EMILIO MANSO;Primario;Primario;Pública;19 - Primario;SAN CARLOS;EUGENIO BUSTOS;80%;Urbano marginal;CENTRO-SUR
599;1706;FERNANDO LUIS ABBONA;Primario;Primario;Pública;55 - Primario;SAN RAFAEL;CIUDAD;80%;Urbano marginal;SUR
600;1707;EDUCADOR BENITO EMILIANO PEREZ;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;GENERAL BELGRANO;60%;Urbano marginal;NORTE
601;1708;DR. JUAN RAMÓN GUEVARA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL PLUMERILLO;80%;Urbano marginal;NORTE
602;1709;CORDÓN DEL PLATA;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;RODEO DE LA CRUZ;60%;Urbano marginal;NORTE
603;1710;DOLORES GUEVARA DE GUEVARA;Primario;Primario;Pública;13 - Primario;MAIPÚ;MAIPÚ;60%;Urbano marginal;CENTRO
604;1711;MTRA.SECUNDINA V. QUIROGA DE CALDERON;Primario;Primario;Pública;52 - Primario;SAN RAFAEL;CUADRO NACIONAL;80%;Urbano marginal;SUR
605;1712;MAESTRO JESÚS DE NAZARET;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;PTE. SARMIENTO;60%;Urbano marginal;CENTRO
606;1713;UNICEF ARGENTINA;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;Urbano marginal;NORTE
606;1713;UNICEF ARGENTINA;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;Urbano marginal;NORTE
607;1714;CIUDAD DE BRASILIA;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;PTE. SARMIENTO;80%;Urbano marginal;CENTRO
608;1715;DR. RENÉ FAVALORO;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;PERDRIEL;60%;Rural;CENTRO
609;1716;PROF.IRMA GLADYS ORTEGA;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;PALMIRA;80%;Urbano marginal;ESTE
610;1717;ITALO A. ACERBIS;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;SAN MARTÍN;80%;Urbano marginal;ESTE
611;1718;ESCUELA N° 1-718 PROFESOR BUSTOS DAVILA;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Urbano marginal;SUR
612;1719;YOLANDA EMA PEZZUTTI DE CORSINO;Primario;Primario;Pública;58 - Primario;GUAYMALLÉN;COLONIA MOLINA;80%;Rural marginal;NORTE
613;1720;CRUCERO ARA GRAL.BELGRANO;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL RESGUARDO;80%;Urbano marginal;NORTE
614;1722;LA FUNDICIÓN;Primario;Primario;Pública;50 - Primario;LAS HERAS;USPALLATA;110%;Rural;NORTE
615;1723;MAESTRA ÉLIDA RUBIO DE BERDASCO;Primario;Primario;Pública;13 - Primario;MAIPÚ;LUZURIAGA;10%;Urbano;CENTRO
616;1724;SAN RAFAEL ARCANGEL;Primario;Primario;Pública;30 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano;SUR
617;1725;PADRE JOSE ANDRÉS MANZANO;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;SAN FRANCISCO DEL MONTE;10%;Urbano;NORTE
618;1726;ESTACIÓN JOSÉ FRANCISCO UGARTECHE;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;UGARTECHE;80%;Rural;CENTRO
619;1727;RÍOS MENDOCINOS;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;40%;Urbano;SUR
620;1728; DR. JUAN PEREZ LARRAÑAGA;Primario;Primario;Pública;08 - Primario;GUAYMALLÉN;BERMEJO;80%;Urbano marginal;NORTE
621;1729;JULIO LE PARC;Primario;Primario;Pública;03 - Primario;LAS HERAS;PANQUEHUA;60%;Marginal;NORTE
622;1732;Angélica Margarita Comeglio;Primario;Primario;Pública;27 - Primario;RIVADAVIA;SANTA MARÍA DE ORO;80%;Rural marginal;ESTE
623;1734;ÁNGEL RIZZO;Primario;Primario;Pública;51 - Primario;LAVALLE;LA ASUNCION;110%;Rural;NORTE
624;1735;EMMA NILDA MOLINA LACOURT;Primario;Primario;Pública;21 - Primario;JUNIN;JUNIN;80%;Urbano;ESTE
625;1736;Palac Eyena Tamari;Primario;Primario;Pública;51 - Primario;LAVALLE;SAN MIGUEL;110%;Rural;NORTE
626;1737;MÁXIMO ARIAS;Primario;Primario;Pública;51 - Primario;LAVALLE;LAGUNA DEL ROSARIO;110%;Rural;NORTE
627;1738;MAESTRA RURAL ANA MARÍA CASTILLO;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;SAN MARTÍN;40%;Urbano;ESTE
628;1739;BICENTENARÍO DE GENERAL SAN MARTÍN;Primario;Primario;Pública;46 - Primario;SAN MARTÍN;SAN MARTÍN;40%;Urbano marginal;ESTE
629;1740;FLOR MARÍA IRENE MARÍN de MAESTRI;Primario;Primario;Pública;19 - Primario;SAN CARLOS;SAN CARLOS;80%;Urbano;CENTRO-SUR
630;1741;REVERENDO PADRE FRANCISCO MUHN;Primario;Primario;Pública;53 - Primario;MAIPÚ;RODEO DEL MEDIO;80%;Rural marginal;CENTRO
631;1742;CARLOS DANILO BERDASCO;Primario;Primario;Pública;54 - Primario;CAPITAL;CIUDAD;80%;Marginal;NORTE
632;1743;FELIPE PESCARA;Primario;Primario;Pública;53 - Primario;MAIPÚ;RODEO DEL MEDIO;80%;Rural;CENTRO
633;1744;DR. PEDRO FELIPE VACAS;Primario;Primario;Pública;14 - Primario;MAIPÚ;SAN ROQUE;60%;Urbano;CENTRO
634;1745;ESCULTOR ROBERTO ROSAS;Primario;Primario;Pública;58 - Primario;GUAYMALLÉN;BERMEJO;60%;Urbano marginal;NORTE
635;1746;NÉLIDA SARA BASILOTTA;Primario;Primario;Pública;05 - Primario;LAVALLE;VILLA TULUMAYA (CIUDAD);80%;Urbano marginal;NORTE
636;1747;MAESTRO OSCAR RAÚL CATTÁNEO;Primario;Primario;Pública;20 - Primario;TUPUNGATO;TUPUNGATO;80%;Urbano;CENTRO-SUR
637;1748;S/NOMBRE;Primario;Primario;Pública;51 - Primario;LAVALLE;LAGUNA DEL ROSARIO;110%;Rural;NORTE
638;1750;CORAZÓN DE JESÚS;Primario;Primario;Pública;53 - Primario;MAIPÚ;GENERAL GUTIÉRREZ;80%;Urbano marginal;CENTRO
989;4001;JOSÉ VICENTE ZAPATA;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano;-
989;4001;JOSÉ VICENTE ZAPATA;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano;-
990;4002;FRAY LUIS BELTRÁN;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano;-
991;4003;EMILIO CIVIT;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;MAIPÚ;MAIPÚ;10%;Urbano;-
992;4004;MERCEDES ÁLVAREZ DE SEGURA;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano;-
993;4005;JOSÉFA CAPDEVILA;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;SAN MARTÍN;SAN MARTÍN;40%;Urbano;-
994;4006;PASCUAL IACCARINI;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano;-
995;4007;MIGUEL AMADO POUGET;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;GUAYMALLÉN;BERMEJO;60%;Rural marginal;-
996;4008;FRAY MAMERTO ESQUIÚ;Secundario Orientado;Secundario;Pública;18 - Secundario Orientado;CAPITAL;4º SECCION;10%;Urbano;-
997;4009;HERMINIA MORALES DE RAMPONI;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;GUAYMALLÉN;VILLA NUEVA;10%;Urbano marginal;-
998;4010;MARÍA ELENA CHAMPEAU;Secundario Orientado;Secundario;Pública;04 - Secundario Orientado;GODOY CRUZ;GOBERNADOR BENEGAS;10%;Urbano;-
999;4011;CAPITÁN DANIEL F. MANZOTTI;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;LAS HERAS;LA CIENEGUITA;10%;Urbano;-
1000;4012;ING. RICARDO VIDELA;Secundario Orientado;Secundario;Pública;06 - Secundario Orientado;LUJÁN DE CUYO;LUJÁN;40%;Urbano;-
1001;4013;DR. BERNARDO A. HOUSSAY;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;CAPITAL;CIUDAD;10%;Urbano;-
1002;4014;MAYOR JORGE GARCÍA;Secundario Orientado;Secundario;Pública;14 - Secundario Orientado;SAN RAFAEL;MONTE COMAN;110%;Rural;-
1003;4015;SEIZO HOSHI;Secundario Técnico;Secundario;Pública;04 - Secundario Técnico;SAN RAFAEL;REAL DEL PADRE;80%;Rural;-
1004;4016;ING. ANTONIO MARCELO ARBOIT;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;JUNIN;JUNIN;80%;Urbano;-
1005;4017;BERNARDINO IZUEL;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;SAN RAFAEL;VILLA ATUEL;80%;Rural;-
1006;4018;GRAL MANUEL NICOLÁS SAVIO;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;MALARGÜE;MALARGÜE;80%;Urbano;-
1007;4019;CAPITÁN JOSÉ D VÁZQUEZ;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;LAS HERAS;LAS HERAS;10%;Urbano;-
1008;4020;ING.GABRIEL DEL MAZO;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;Urbano;-
1009;4021;MARTÍN GUEMES;Secundario Técnico;Secundario;Pública;04 - Secundario Técnico;SAN RAFAEL;LA LLAVE;110%;Rural;-
1010;4022;GRAL. ENRIQUE MOSCONI;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;LUJÁN DE CUYO;CHACRAS DE CORIA;10%;Urbano;-
1011;4023;MOLINERO ANDRÉS TEJEDA;Secundario Orientado;Secundario;Pública;07 - Secundario Orientado;LAS HERAS;LAS HERAS;10%;Urbano;-
1012;4024;BELLAS ARTES;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;10%;Urbano;-
1013;4025;LOS CORRALITOS;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;GUAYMALLÉN;LOS CORRALITOS;80%;Rural;-
1014;4026;JUAN BAUTISTA ALBERDI;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;LAVALLE;COSTA DE ARAUJO;110%;Rural;-
1015;4027;MOISES JULIO CHADE;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;SAN MARTÍN;ALTO VERDE;80%;Rural;-
1016;4028;PAULA ALBARRACÍN DE SARMIENTO;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;MAIPÚ;60%;Urbano;-
1017;4029;GRAL. JOSÉ DE SAN MARTÍN;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;LAS HERAS;EL CHALLAO;80%;Urbano;-
1018;4030;PROFESOR ÁNGEL CERVERA;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;GODOY CRUZ;GODOY CRUZ;60%;Urbano marginal;-
1019;4031;DR. FRANCISCO CORREAS;Secundario Orientado;Secundario;Pública;06 - Secundario Orientado;LUJÁN DE CUYO;CHACRAS DE CORIA;10%;Urbano;-
1020;4032;NUESTRA SEÑORA DE LAS NIEVES;Secundario Orientado;Secundario;Pública;06 - Secundario Orientado;LAS HERAS;USPALLATA;110%;Rural frontera;-
1021;4033;LAUREANA FERRARI DE OLAZABAL;Secundario Orientado;Secundario;Pública;06 - Secundario Orientado;LUJÁN DE CUYO;LUJÁN (CIUDAD);40%;Urbano;-
1022;4034;GALILEO VITALI;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;LA PAZ;VILLA ANTIGUA;110%;Rural;-
1023;4035;JULIA SILVA DE CEJAS;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;TUNUYÁN;VISTA FLORES;80%;Urbano;-
1024;4036;RAÚL SCALABRINI ORTIZ;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;GODOY CRUZ;LAS TORTUGAS;80%;Urbano marginal;-
1025;4037;HOMERO MANZI;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;LAS HERAS;EL PLUMERILLO;80%;Urbano marginal;-
1026;4038;ARTURO JAURETCHE;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;LUJÁN DE CUYO;UGARTECHE;80%;Rural;-
1027;4039;CRUZ DE PIEDRA;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;MAIPÚ;CRUZ DE PIEDRA;60%;Rural;-
1028;4040;MOHAMED DIB EL MUSRI;Secundario Orientado;Secundario;Pública;09 - Secundario Orientado;RIVADAVIA;LA CENTRAL;110%;Rural;-
1029;4041;ALICIA M. DE JUSTO;Secundario Orientado;Secundario;Pública;08 - Secundario Orientado;LAVALLE;VILLA TULUMAYA (CIUDAD);80%;Rural;-
1030;4042;MARCELINO H. BLANCO;Secundario Orientado;Secundario;Pública;17 - Secundario Orientado;LA PAZ;VILLA NUEVA DE LA PAZ;80%;Urbano;-
1031;4043;ANTONIO DI BENEDETTO;Secundario Técnico;Secundario;Pública;04 - Secundario Técnico;SAN RAFAEL;RAMA CAIDA;110%;Rural;-
1032;4044;ING.FLORENCIO CASALE;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;SAN RAFAEL;EL NIHUIL;110%;Rural;-
1033;4045;FUERTE SAN CARLOS;Secundario Orientado;Secundario;Pública;15 - Secundario Orientado;SAN CARLOS;SAN CARLOS;80%;Urbano;-
1034;4046;ING. JULIO KRAUSE;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;LUJÁN DE CUYO;CARRODILLA;40%;Urbano;-
1035;4047;EL PLUMERILLO;Secundario Orientado;Secundario;Pública;07 - Secundario Orientado;LAS HERAS;EL PLUMERILLO;10%;Urbano marginal;-
1036;4048;PANQUEHUA;Secundario Orientado;Secundario;Pública;07 - Secundario Orientado;LAS HERAS;PANQUEHUA;60%;Urbano marginal;-
1037;4049;MAESTRO ALBERTO RODRÍGUEZ;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;GUAYMALLÉN;VILLA NUEVA;40%;Urbano marginal;-
1038;4050;ROBERTO AZZONI;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;-
1039;4051;DR. AMÉRICO CALÍ;Secundario Orientado;Secundario;Pública;04 - Secundario Orientado;GODOY CRUZ;GODOY CRUZ;60%;Urbano marginal;-
1040;4052;JUAN DRAGHI LUCERO;Secundario Orientado;Secundario;Pública;04 - Secundario Orientado;GODOY CRUZ;LAS TORTUGAS;80%;Urbano marginal;-
1041;4053;DR. HORACIO ROMÁN MARTÍNEZ LEÁNEZ;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;MAIPÚ;MAIPÚ;60%;Urbano marginal;-
1042;4054;JUAN ISIDRO MAZA;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;RODEO DEL MEDIO;60%;Urbano marginal;-
1043;4055;PRESBITERO CONSTANTINO SPAGNOLO;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;JUNIN;JUNIN;80%;Urbano;-
1044;4056;PROFESORA TERESA MAGDALENA GONZÁLEZ;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;SAN MARTÍN;MONTECASEROS;80%;Rural;-
1045;4057;MARGARITA CINCA DE GEARY;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano;-
1046;4058;PBRO. DOMINGO HIPÓLITO NÚÑEZ;Secundario Orientado;Secundario;Pública;09 - Secundario Orientado;SAN MARTÍN;CHAPANAY;110%;Rural;-
1047;4059;HNA. MONICA LOYARTE;Secundario Orientado;Secundario;Pública;11 - Secundario Orientado;SAN CARLOS;CHILECITO;80%;Rural;-
1048;4060;DR. ERNESTO PIAGGI;Secundario Orientado;Secundario;Pública;11 - Secundario Orientado;TUPUNGATO;TUPUNGATO;80%;Urbano;-
1049;4061;DR. ANTONIO LÓPEZ AGUADO;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;COQUIMBITO;60%;Urbano marginal;-
1050;4062;PROF. JUANA B. ALBORNOZ DE CORTÉS;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;MAIPÚ;SAN ROQUE;80%;Urbano;-
1051;4063;LUIS FEDERICO LELOIR;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;SAN RAFAEL;LAS PAREDES;80%;Rural;-
1052;4064;INTENDENTE JUAN KAIRUZ;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;SAN MARTÍN;PALMIRA;60%;Urbano;-
1053;4065;JOSÉ MERCEDES ARGUMEDO;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;GUAYMALLÉN;KM 11;80%;Rural;-
1054;4066;MADRE T. DE CALCUTA;Secundario Orientado;Secundario;Pública;03 - Secundario Orientado;GUAYMALLÉN;RODEO DE LA CRUZ;60%;Urbano marginal;-
1055;4067;DR. OSVALDO S. P. BORGHI;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;6º SECCION - RESIDENCIAL NORTE;60%;Urbano;-
1056;4068;PROF. ATILIO ANASTASI;Secundario Orientado;Secundario;Pública;04 - Secundario Orientado;GODOY CRUZ;PTE. SARMIENTO;80%;Urbano marginal;-
1057;4069;ALFONSINA STORNI;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;LUZURIAGA;60%;Urbano;-
1058;4070;ABELARDO ARIAS BALLOFFET;Secundario Orientado;Secundario;Pública;12 - Secundario Orientado;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Urbano marginal;-
1059;4071;JULIO FERNÁNDEZ PELÁEZ;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;COQUIMBITO;80%;Rural;-
1060;4072;FEDERICO GARCÍA LORCA;Secundario Orientado;Secundario;Pública;04 - Secundario Orientado;GODOY CRUZ;VILLA HIPODROMO;60%;Urbano marginal;-
1061;4073;ADOLFO BIOY CASARES;Secundario Orientado;Secundario;Pública;07 - Secundario Orientado;LAS HERAS;EL CHALLAO;60%;Urbano marginal;-
1062;4074;FLORENCIO MOLINA CAMPOS;Secundario Orientado;Secundario;Pública;08 - Secundario Orientado;LAS HERAS;EL ZAPALLAR;40%;Urbano;-
1063;4075;PRUDENCIO VIDAL AMIEVA;Secundario Orientado;Secundario;Pública;15 - Secundario Orientado;TUNUYÁN;TUNUYÁN;80%;Urbano marginal;-
1064;4076;ARQ. CARLOS THAYS;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;FRAY LUIS BELTRÁN;80%;Rural;-
1065;4077;ARQ. MANUEL VÍCTOR CIVIT;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;CAPITAL;CIUDAD;10%;Urbano marginal;-
1066;4078;PROF. TOMÁS SILVESTRE;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;GUAYMALLÉN;SAN JOSÉ;60%;Urbano marginal;-
1067;4079;DOMINGO F. SARMIENTO;Secundario Orientado;Secundario;Pública;11 - Secundario Orientado;TUPUNGATO;TUPUNGATO;80%;Urbano;-
1069;4081;ING.FRANCISCO MARTÍN CROCE;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;SANTA ROSA;VILLA CABECERA;80%;Rural;-
1070;4082;JOSÉ PATROCINIO DAVILA;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;LAS HERAS;LA CIENEGUITA;10%;Urbano;-
1071;4083;AGUSTÍN ÁLVAREZ;Secundario Orientado;Secundario;Pública;18 - Secundario Orientado;CAPITAL;1º SECCION - PARQUE CENTRAL;10%;Urbano;-
1072;4084;LIBERTADOR SIMÓN BOLÍVAR;Secundario Orientado;Secundario;Pública;09 - Secundario Orientado;SAN MARTÍN;SAN MARTÍN;40%;Urbano;-
1073;4085;ALFREDO R. BUFANO;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;1º SECCION - PARQUE CENTRAL;10%;Urbano marginal;-
1074;4086;CACIQUE GUAYMALLEN;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;GUAYMALLÉN;CAPILLA DEL ROSARIO;60%;Urbano marginal;-
1075;4087;MANUEL IGNACIO MOLINA;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano;-
1076;4088;MARIO CASALE;Secundario Orientado;Secundario;Pública;07 - Secundario Orientado;LAS HERAS;LAS HERAS;10%;Urbano;-
1077;4089;JOSÉ MANUEL ESTRADA;Secundario Orientado;Secundario;Pública;17 - Secundario Orientado;SAN MARTÍN;SAN MARTÍN;40%;Urbano;-
1078;4090;PROF. OSVALDO PINTO;Secundario Orientado;Secundario;Pública;17 - Secundario Orientado;SANTA ROSA;LAS CATITAS;80%;Rural;-
1079;4091;MARTÍN GÜEMES;Secundario Orientado;Secundario;Pública;06 - Secundario Orientado;LUJÁN DE CUYO;LUJÁN;10%;Urbano;-
1080;4092;GRAL. LAS HERAS;Secundario Orientado;Secundario;Pública;01 - Secundario Orientado;CAPITAL;4º SECCION;10%;Urbano;-
1081;4093;PTE. JULIO ARGENTINO ROCA;Secundario Orientado;Secundario;Pública;09 - Secundario Orientado;SAN MARTÍN;PALMIRA;80%;Urbano;-
1082;4094;FÉLIX PESCE SCARSO;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;RIVADAVIA;RIVADAVIA;80%;Urbano;-
1083;4095;ISLAS MALVINAS;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano;-
1084;4096;PROFESOR MARIO ANSELMO SÁNCHEZ;Secundario Orientado;Secundario;Pública;10 - Secundario Orientado;RIVADAVIA;MEDRANO;80%;Rural;-
1085;4097;PROF. GILDA COSMA DE LEDE;Secundario Orientado;Secundario;Pública;05 - Secundario Orientado;MAIPÚ;MAIPÚ;10%;Urbano;-
1086;4098;REPÚBLICA DEL PERÚ;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano;-
1087;4099;JOSÉ HERNANDEZ;Secundario Orientado;Secundario;Pública;14 - Secundario Orientado;GRAL. ALVEAR;BOWEN;80%;Urbano;-
1088;4100;VILLA 25 DE MAYO;Secundario Orientado;Secundario;Pública;12 - Secundario Orientado;SAN RAFAEL;25 DE MAYO;80%;Rural;-
1089;4101;EL NEVADO;Secundario Orientado;Secundario;Pública;13 - Secundario Orientado;SAN RAFAEL;GOUDGE;80%;Rural;-
1090;4102;ANTONIO BUTTINI;Secundario Orientado;Secundario;Pública;16 - Secundario Orientado;SAN RAFAEL;CUADRO BENEGAS;80%;Rural;-
1091;4103;PROFESOR CÉSAR HUMBERTO CASIVA;Secundario Orientado;Secundario;Pública;07 - Secundario Orientado;LAS HERAS;EL CHALLAO;40%;Urbano marginal;-
1092;4104;ING. CARLOS FADER;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;LUJÁN DE CUYO;LUJÁN;10%;Urbano;-
1093;4105;ENORE DE MONTE;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;GRAL. ALVEAR;BOWEN;80%;Urbano;-
1094;4106;IV BRIGADA AÉREA;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;LAS HERAS;EL PLUMERILLO;40%;Urbano;-
1095;4107;EJÉRCITO ARGENTINO;Secundario Técnico;Secundario;Pública;02 - Secundario Técnico;TUNUYÁN;TUNUYÁN;80%;Urbano;-
1096;4108;ING. GUILLERMO VILLANUEVA;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;MAIPÚ;MAIPÚ;10%;Urbano;-
1097;4109;ING. ÁLVAREZ CONDARCO;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;Urbano;-
1098;4110;PRESIDENTE NICOLÁS AVELLANEDA;Secundario Técnico;Secundario;Pública;03 - Secundario Técnico;JUNIN;LOS BARRIALES;80%;Urbano;-
1099;4111;ING. PABLO NOGUÉS;Secundario Técnico;Secundario;Pública;01 - Secundario Técnico;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;10%;Urbano;-
1100;4112;PROFESOR ANTONIO DOUGLAS GURGUI;Secundario Técnico;Secundario;Pública;06 - Secundario Técnico;LAS HERAS;LAS HERAS;40%;Urbano;-
1101;4113;ING. JORGE BARRAQUERO;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;GRAL. ALVEAR;GENERAL ALVEAR;60%;Urbano marginal;-
1102;4114;MANUEL BELGRANO;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;SAN RAFAEL;CAÑADA SECA;80%;Rural;-
1103;4115;INFANTA MENDOCINA;Secundario Orientado;Secundario;Pública;02 - Secundario Orientado;GUAYMALLÉN;DORREGO;10%;Urbano;-
1104;4116;JUAN PABLO II;Secundario Técnico;Secundario;Pública;05 - Secundario Técnico;SAN RAFAEL;MONTE COMAN;110%;Urbano;-
